epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,1455.54,2.53762,1.22934,0.98487,0.4735,0.26158,0.26861,0.11314,2.31273,1.11071,0.97893,0.000868571,0.000868571,0.000868571
42,1490.82,2.5322,1.22807,0.98315,0.47807,0.2592,0.26279,0.11122,2.30266,1.13502,0.97834,0.000840286,0.000840286,0.000840286
43,1526.17,2.55642,1.23718,0.98174,0.49463,0.25931,0.27231,0.11598,2.27953,1.11934,0.9722,0.000812,0.000812,0.000812
44,1561.46,2.53429,1.23414,0.98392,0.47406,0.26039,0.26518,0.11437,2.27823,1.13235,0.97843,0.000783714,0.000783714,0.000783714
45,1596.84,2.49626,1.21788,0.98319,0.48682,0.26113,0.26932,0.1153,2.28363,1.12017,0.97621,0.000755429,0.000755429,0.000755429
46,1632.08,2.53384,1.22899,0.97715,0.48961,0.25982,0.27181,0.1169,2.27189,1.10811,0.97332,0.000727143,0.000727143,0.000727143
47,1667.56,2.51039,1.21316,0.97671,0.50121,0.25946,0.27212,0.11589,2.27016,1.11681,0.9726,0.000698857,0.000698857,0.000698857
48,1702.89,2.48635,1.2061,0.98182,0.49615,0.26436,0.27861,0.11837,2.25186,1.10114,0.97073,0.000670571,0.000670571,0.000670571
49,1738.25,2.48613,1.20708,0.98041,0.49063,0.26229,0.27413,0.11714,2.27126,1.10388,0.97534,0.000642286,0.000642286,0.000642286
50,1773.41,2.4424,1.18715,0.98158,0.49753,0.26471,0.27765,0.11783,2.25727,1.09734,0.97106,0.000614,0.000614,0.000614
51,1808.65,2.46901,1.1885,0.97056,0.51274,0.26158,0.27922,0.12004,2.24035,1.08528,0.96962,0.000585714,0.000585714,0.000585714
52,1843.67,2.44693,1.18823,0.98151,0.50083,0.26123,0.27352,0.1193,2.23849,1.10689,0.96963,0.000557429,0.000557429,0.000557429
53,1878.92,2.43313,1.18025,0.9747,0.50317,0.26274,0.27685,0.12046,2.23643,1.09422,0.97023,0.000529143,0.000529143,0.000529143
54,1914.09,2.44401,1.18534,0.96778,0.50204,0.26774,0.28066,0.12233,2.22821,1.09127,0.97076,0.000500857,0.000500857,0.000500857
55,1949.26,2.43111,1.18191,0.97623,0.51229,0.26315,0.27919,0.12159,2.22833,1.09261,0.96753,0.000472571,0.000472571,0.000472571
56,1984.42,2.41878,1.19029,0.98402,0.50144,0.26527,0.27855,0.12108,2.229,1.08839,0.96769,0.000444286,0.000444286,0.000444286
57,2019.78,2.44869,1.1893,0.97414,0.50545,0.269,0.28342,0.12433,2.21177,1.07665,0.96539,0.000416,0.000416,0.000416
58,2055.15,2.41437,1.17383,0.96915,0.51025,0.2667,0.28351,0.1237,2.21272,1.07943,0.96411,0.000387714,0.000387714,0.000387714
59,2090.51,2.43814,1.18026,0.96303,0.5065,0.2684,0.28513,0.12489,2.20154,1.07648,0.96732,0.000359429,0.000359429,0.000359429
60,2126.02,2.40344,1.17012,0.97099,0.51569,0.26805,0.28486,0.12462,2.20738,1.0767,0.96567,0.000331143,0.000331143,0.000331143
61,2161.22,2.42746,1.17666,0.97001,0.50846,0.2693,0.28414,0.12418,2.20858,1.06908,0.96532,0.000302857,0.000302857,0.000302857
62,2196.39,2.43101,1.17466,0.96487,0.51198,0.27021,0.28592,0.12506,2.19754,1.06465,0.96619,0.000274571,0.000274571,0.000274571
63,2231.47,2.42454,1.1749,0.964,0.50338,0.2701,0.28537,0.12552,2.19968,1.06977,0.96521,0.000246286,0.000246286,0.000246286
64,2266.61,2.4257,1.1772,0.96323,0.50508,0.27293,0.2876,0.1255,2.20255,1.06962,0.96448,0.000218,0.000218,0.000218
65,2301.83,2.40123,1.15903,0.96889,0.51602,0.26845,0.28772,0.12518,2.19839,1.06625,0.96442,0.000189714,0.000189714,0.000189714
66,2413.84,2.3393,1.15658,0.98074,0.51211,0.27082,0.28804,0.12578,2.19265,1.06806,0.96248,0.000161429,0.000161429,0.000161429
67,2448.95,2.32627,1.1418,0.97459,0.51658,0.26875,0.28735,0.12636,2.18241,1.06562,0.96259,0.000133143,0.000133143,0.000133143
68,2484.15,2.3049,1.13313,0.98113,0.50568,0.27157,0.28785,0.1261,2.18769,1.06702,0.96204,0.000104857,0.000104857,0.000104857
69,2519.22,2.29527,1.12234,0.96904,0.51163,0.27066,0.28766,0.12594,2.18346,1.06422,0.96137,7.65714e-05,7.65714e-05,7.65714e-05
70,2554.1,2.30119,1.13224,0.9725,0.52151,0.26905,0.28828,0.12624,2.182,1.06082,0.96103,4.82857e-05,4.82857e-05,4.82857e-05
